DEPTH,GR,RES,PHIE,RHOB,Class,Unique_Class_Num
5601.5,15.277,20.193,0.3251,2.105,"1, 2, 4",3
5601.75,15.658,21.673,0.3218,2.11,"1, 2, 4",3
5602,16.104,22.3,0.3178,2.116,"1, 2, 4",3
5602.25,17.173,22.353,0.3214,2.109,"1, 2, 4",3
5602.5,18.511,22.14,0.3223,2.106,"1, 2, 4",3
5602.75,19.118,22.224,0.3237,2.103,"1, 2, 4",3
5603,19.118,22.827,0.328,2.096,"1, 2, 4",3
5603.25,19.191,23.986,0.3334,2.087,"1, 2, 4",3
5603.5,19.678,25.602,0.3373,2.08,"1, 2, 4",3
5603.75,20.334,27.653,0.3332,2.086,"1, 2, 4",3
5604,21.039,30.205,0.3291,2.092,"1, 2, 4",3
5604.25,21.258,32.927,0.3259,2.097,"1, 2, 4",3
5604.5,20.48,35.129,0.3246,2.1,"1, 2, 4",3
5604.75,19.824,35.151,0.3251,2.1,"1, 2, 4",3
5605,20.204,35.971,0.3266,2.097,"1, 2, 4",3
5605.25,20.918,35.981,0.3389,2.076,"1, 2, 4",3
5605.5,21.08,33.961,0.3436,2.068,"1, 2, 4",3
5605.75,20.585,30.114,0.3416,2.072,"1, 2, 4",3
5606,19.694,26.392,0.3379,2.079,"1, 2, 4",3
5606.25,18.835,23.121,0.33,2.093,"1, 2, 4",3
5606.5,18.543,20.701,0.3272,2.098,"1, 2, 4",3
5606.75,18.592,18.982,0.3302,2.093,"1, 2, 4",3
5607,18.227,18.204,0.3322,2.09,"1, 2, 4",3
5607.25,17.084,17.912,0.3366,2.084,"1, 2, 4",3
5607.5,15.625,18.296,0.3419,2.077,"1, 2, 4",3
5607.75,14.945,19.406,0.3484,2.067,"1, 2, 4",3
5608,15.366,21.377,0.3505,2.063,"1, 2, 4",3
5608.25,15.885,24.335,0.3459,2.07,"1, 2, 4",3
5608.5,15.634,29.135,0.3406,2.079,"1, 2, 4",3
5608.75,15.188,36.756,0.3409,2.079,"1, 2, 4",3
5609,15.407,48.655,0.3414,2.078,"1, 2, 4",3
5609.25,15.82,57.183,0.3435,2.074,"1, 2, 4",3
5609.5,15.917,54.803,0.3477,2.067,"1, 2, 4",3
5609.75,16.128,58.189,0.3458,2.07,"1, 2, 4",3
5610,16.355,56.041,0.342,2.076,"1, 2, 4",3
5610.25,16.079,49.223,0.3434,2.074,"1, 2, 4",3
5610.5,15.674,58.425,0.3455,2.071,"1, 2, 4",3
5610.75,15.642,42.095,0.3376,2.084,"1, 2, 4",3
5611,15.723,29.075,0.3363,2.086,"1, 2, 4",3
5611.25,15.796,22.135,0.3375,2.084,"1, 2, 4",3
5611.5,16.087,18.081,0.3391,2.081,"1, 2, 4",3
5611.75,16.428,15.672,0.3401,2.079,"1, 2, 4",3
5612,16.493,14.33,0.3383,2.082,"1, 2, 4",3
5612.25,16.379,13.728,0.3316,2.093,"1, 2, 4",3
5612.5,16.298,13.684,0.3238,2.106,"1, 2, 4",3
5612.75,16.274,14.005,0.3135,2.123,"1, 2, 4",3
5613,16.493,14.84,0.3145,2.121,"1, 2, 4",3
5613.25,16.833,15.98,0.3234,2.106,"1, 2, 4",3
5613.5,16.687,17.347,0.3284,2.098,"1, 2, 4",3
5613.75,16.152,18.663,0.3251,2.104,"1, 2, 4",3
5614,15.982,19.689,0.3258,2.103,"1, 2, 4",3
5614.25,16.29,20.296,0.3293,2.097,"1, 2, 4",3
5614.5,16.566,20.504,0.3309,2.094,"1, 2, 4",3
5614.75,16.606,20.274,0.3303,2.095,"1, 2, 4",3
5615,16.728,19.485,0.3272,2.1,"1, 2, 4",3
5615.25,16.946,18.368,0.3252,2.103,"1, 2, 4",3
5615.5,16.849,17.376,0.3216,2.109,"1, 2, 4",3
5615.75,16.582,16.853,0.3187,2.114,"1, 2, 4",3
5616,16.606,16.779,0.3157,2.119,"1, 2, 4",3
5616.25,16.801,17.263,0.3113,2.126,"1, 2, 4",3
5616.5,16.63,18.02,0.2974,2.149,"1, 2, 4",3
5616.75,16.12,19.015,0.2832,2.173,"1, 2, 4",3
5617,15.658,20.103,0.2786,2.181,"1, 2, 3, 4",2
5617.25,15.22,21.152,0.2813,2.177,"1, 2, 4",3
5617.5,14.88,22.107,0.2809,2.178,"1, 2, 4",3
5617.75,15.018,22.725,0.2796,2.18,"1, 2, 3, 4",2
5618,15.269,22.969,0.2764,2.185,"1, 2, 3, 4",2
5618.25,15.091,22.856,0.2753,2.187,"1, 2, 3, 4",2
5618.5,15.139,22.27,0.2723,2.192,"1, 2, 3, 4",2
5618.75,15.739,21.283,0.2737,2.189,"1, 2, 3, 4",2
5619,16.258,20.118,0.2843,2.171,"1, 2, 4",3
5619.25,16.736,19.036,0.2955,2.152,"1, 2, 4",3
5619.5,17.125,18.245,0.3008,2.143,"1, 2, 4",3
5619.75,17.222,17.736,0.3037,2.138,"1, 2, 4",3
5620,17.23,17.594,0.3086,2.13,"1, 2, 4",3
5620.25,17.198,17.958,0.3129,2.123,"1, 2, 4",3
5620.5,17.279,18.559,0.311,2.126,"1, 2, 4",3
5620.75,16.898,19.536,0.2997,2.145,"1, 2, 4",3
5621,16.168,20.913,0.2886,2.164,"1, 2, 4",3
5621.25,16.071,22.442,0.2862,2.168,"1, 2, 4",3
5621.5,16.031,23.997,0.2796,2.179,"1, 2, 3, 4",2
5621.75,15.86,25.166,0.2694,2.196,"1, 2, 3, 4",2
5622,15.885,25.4,0.2657,2.202,"1, 2, 3, 4",2
5622.25,16.031,25.02,0.2583,2.214,"1, 2, 3, 4",2
5622.5,16.736,22.573,0.2518,2.224,"1, 2, 3, 4",2
5622.75,17.416,19.297,0.2507,2.225,"1, 2, 3, 4",2
5623,17.724,15.96,0.2578,2.213,"1, 2, 3, 4",2
5623.25,18.195,13.075,0.269,2.194,"1, 2, 3, 4",2
5623.5,18.673,10.808,0.2748,2.184,"1, 2, 3, 4",2
5623.75,19.499,9.114,0.2815,2.172,"1, 2, 4",3
5624,20.739,7.856,0.2867,2.162,"1, 2, 4",3
5624.25,21.582,6.946,0.2898,2.156,"1, 2, 4",3
5624.5,22.247,6.279,0.2911,2.153,"1, 2, 4",3
5624.75,24.086,5.769,0.2886,2.155,"1, 2, 4",3
5625,28.122,5.408,0.2781,2.167,"1, 2, 3, 4",2
5625.25,34.031,5.152,0.2652,2.18,"1, 2, 3, 4",2
5625.5,40.539,4.986,0.2509,2.193,"2, 3, 4",7
5625.75,46.917,4.883,0.2474,2.187,"2, 3, 4",7
5626,53.036,4.864,0.2332,2.197,"2, 3, 4",7
5626.25,58.944,4.905,0.2175,2.208,"2, 3, 4",7
5626.5,65.322,4.997,0.198,2.221,"2, 3, 4",7
5626.75,71.733,5.126,0.1776,2.231,"1, 3, 4",4
5627,76.263,5.281,0.1606,2.239,"1, 3, 4",4
5627.25,78.03,5.438,0.1492,2.249,"1, 3, 4",4
5627.5,77.746,5.581,0.1452,2.257,"1, 3, 4",4
5627.75,76.944,5.706,0.144,2.263,"1, 3, 4",4
5628,76.474,5.814,0.1418,2.269,"1, 3, 4",4
5628.25,76.093,5.919,0.1465,2.263,"1, 3, 4",4
5628.5,75.631,6.02,0.1563,2.249,"1, 3, 4",4
5628.75,75.145,6.117,0.1601,2.245,"1, 3, 4",4
5629,74.877,6.205,0.1609,2.245,"1, 3, 4",4
5629.25,75.29,6.277,0.1609,2.243,"1, 3, 4",4
5629.5,76.49,6.326,0.1593,2.24,"1, 3, 4",4
5629.75,77.649,6.35,0.1553,2.241,"1, 3, 4",4
5630,77.884,6.336,0.1545,2.241,"1, 3, 4",4
5630.25,77.754,6.288,0.1519,2.246,"1, 3, 4",4
5630.5,77.86,6.218,0.1497,2.249,"1, 3, 4",4
5630.75,77.665,6.143,0.1479,2.253,"1, 3, 4",4
5631,77.082,6.095,0.1509,2.251,"1, 3, 4",4
5631.25,76.206,6.096,0.148,2.26,"1, 3, 4",4
5631.5,74.375,6.183,0.1489,2.267,"1, 3, 4",4
5631.75,71.514,6.398,0.155,2.269,"1, 3, 4",4
5632,68.734,6.782,0.1664,2.261,"1, 2, 3, 4",2
5632.25,66.27,7.376,0.1754,2.255,"1, 2, 3, 4",2
5632.5,63.361,8.209,0.1908,2.239,"1, 2, 3, 4",2
5632.75,59.754,9.3,0.207,2.223,"1, 2, 3, 4",2
5633,55.37,10.66,0.225,2.205,"1, 2, 3, 4",2
5633.25,50.321,12.311,0.2406,2.191,"1, 2, 3, 4",2
5633.5,45.207,14.294,0.2536,2.18,"1, 2, 3, 4",2
5633.75,40.741,16.712,0.2665,2.167,"1, 2, 3, 4",2
5634,37.208,19.442,0.2762,2.157,"1, 2, 3, 4",2
5634.25,34.177,22.315,0.279,2.157,"1, 2, 3, 4",2
5634.5,31.397,24.912,0.2809,2.158,"1, 2, 4",3
5634.75,28.706,26.76,0.2898,2.147,"1, 2, 4",3
5635,26.048,27.504,0.2956,2.141,"1, 2, 4",3
5635.25,24.086,26.895,0.2971,2.141,"1, 2, 4",3
5635.5,22.757,25.482,0.2999,2.138,"1, 2, 4",3
5635.75,21.606,23.395,0.3001,2.139,"1, 2, 4",3
5636,20.845,21.389,0.3043,2.133,"1, 2, 4",3
5636.25,20.31,19.69,0.3071,2.129,"1, 2, 4",3
5636.5,19.605,18.408,0.3076,2.129,"1, 2, 4",3
5636.75,18.932,17.586,0.3014,2.14,"1, 2, 4",3
5637,18.559,17.258,0.2864,2.165,"1, 2, 4",3
5637.25,18.519,17.478,0.2871,2.164,"1, 2, 4",3
5637.5,18.738,18.341,0.2997,2.143,"1, 2, 4",3
5637.75,18.867,19.837,0.3063,2.132,"1, 2, 4",3
5638,18.713,22.437,0.3088,2.128,"1, 2, 4",3
5638.25,18.381,26.053,0.3078,2.13,"1, 2, 4",3
5638.5,17.895,30.36,0.3045,2.136,"1, 2, 4",3
5638.75,17.19,33.522,0.2958,2.151,"1, 2, 4",3
5639,16.363,33.077,0.2946,2.154,"1, 2, 4",3
5639.25,15.366,31.14,0.294,2.156,"1, 2, 4",3
5639.5,14.394,27.833,0.2928,2.159,"1, 2, 4",3
5639.75,14.199,24.474,0.2941,2.157,"1, 2, 4",3
5640,14.588,21.557,0.2969,2.152,"1, 2, 4",3
5640.25,14.679,19.507,0.3023,2.143,"1, 2, 4",3
5640.5,14.366,18.199,0.305,2.139,"1, 2, 4",3
5640.75,14.27,17.405,0.3075,2.135,"1, 2, 4",3
5641,14.894,16.922,0.3095,2.131,"1, 2, 4",3
5641.25,15.867,16.601,0.3077,2.133,"1, 2, 4",3
5641.5,16.645,16.437,0.3102,2.128,"1, 2, 4",3
5641.75,17.083,16.489,0.3227,2.107,"1, 2, 4",3
5642,16.888,16.766,0.3368,2.084,"1, 2, 4",3
5642.25,16.353,17.233,0.342,2.076,"1, 2, 4",3
5642.5,16.181,17.823,0.3378,2.083,"1, 2, 4",3
5642.75,16.283,18.521,0.3366,2.085,"1, 2, 4",3
5643,16.298,19.392,0.3317,2.093,"1, 2, 4",3
5643.25,15.966,20.487,0.3295,2.097,"1, 2, 4",3
5643.5,15.382,21.761,0.3268,2.102,"1, 2, 4",3
5643.75,15.115,22.98,0.3264,2.103,"1, 2, 4",3
5644,15.212,23.821,0.3233,2.108,"1, 2, 4",3
5644.25,15.431,24.162,0.3183,2.116,"1, 2, 4",3
5644.5,16.039,24.201,0.3148,2.121,"1, 2, 4",3
5644.75,17.044,24.37,0.316,2.118,"1, 2, 4",3
5645,17.789,25.085,0.3106,2.126,"1, 2, 4",3
5645.25,18.089,26.625,0.3111,2.125,"1, 2, 4",3
5645.5,18.284,29.173,0.3097,2.127,"1, 2, 4",3
5645.75,18.332,32.725,0.3097,2.127,"1, 2, 4",3
5646,18.373,36.626,0.3066,2.132,"1, 2, 4",3
5646.25,18.721,38.542,0.3046,2.135,"1, 2, 4",3
5646.5,18.932,37.444,0.3014,2.14,"1, 2, 4",3
5646.75,18.397,33.125,0.2999,2.143,"1, 2, 4",3
5647,17.619,27.903,0.2992,2.145,"1, 2, 4",3
5647.25,17.222,23.029,0.3037,2.138,"1, 2, 4",3
5647.5,17.036,19.477,0.313,2.123,"1, 2, 4",3
5647.75,16.882,17.177,0.3252,2.103,"1, 2, 4",3
5648,16.882,15.687,0.3343,2.088,"1, 2, 4",3
5648.25,17.133,14.8,0.3433,2.073,"1, 2, 4",3
5648.5,17.368,14.302,0.3517,2.059,"1, 2, 4",3
5648.75,17.862,14.021,0.3586,2.047,"1, 2, 4",3
5649,18.738,13.837,0.3556,2.051,"1, 2, 4",3
5649.25,19.151,13.689,0.3486,2.062,"1, 2, 4",3
5649.5,19.353,13.589,0.3485,2.062,"1, 2, 4",3
5649.75,19.953,13.572,0.3493,2.06,"1, 2, 4",3
5650,20.52,13.784,0.3471,2.063,"1, 2, 4",3
5650.25,20.715,14.309,0.3451,2.066,"1, 2, 4",3
5650.5,20.691,15.225,0.3427,2.07,"1, 2, 4",3
5650.75,20.764,16.551,0.3354,2.082,"1, 2, 4",3
5651,20.764,18.13,0.3305,2.09,"1, 2, 4",3
5651.25,20.739,19.506,0.3299,2.091,"1, 2, 4",3
5651.5,20.95,20.421,0.3316,2.088,"1, 2, 4",3
5651.75,20.666,20.645,0.3318,2.088,"1, 2, 4",3
5652,19.832,19.882,0.3305,2.091,"1, 2, 4",3
5652.25,19.394,18.602,0.329,2.094,"1, 2, 4",3
5652.5,19.418,17.469,0.3296,2.093,"1, 2, 4",3
5652.75,19.248,16.854,0.3309,2.091,"1, 2, 4",3
5653,18.713,16.828,0.3343,2.086,"1, 2, 4",3
5653.25,18.227,17.242,0.3365,2.083,"1, 2, 4",3
5653.5,17.765,18.232,0.3374,2.082,"1, 2, 4",3
5653.75,17.311,19.857,0.3353,2.086,"1, 2, 4",3
5654,17.376,22.208,0.3304,2.094,"1, 2, 4",3
5654.25,17.87,25.412,0.3215,2.108,"1, 2, 4",3
5654.5,18.113,29.549,0.3153,2.118,"1, 2, 4",3
5654.75,18.186,34.478,0.3134,2.121,"1, 2, 4",3
5655,18.624,40.023,0.3107,2.125,"1, 2, 4",3
5655.25,19.086,43.968,0.3067,2.131,"1, 2, 4",3
5655.5,19.256,45.166,0.303,2.137,"1, 2, 4",3
5655.75,19.451,43.702,0.3016,2.139,"1, 2, 4",3
5656,19.661,39.821,0.3033,2.136,"1, 2, 4",3
5656.25,19.815,35.508,0.3093,2.126,"1, 2, 4",3
5656.5,19.945,31.567,0.3147,2.117,"1, 2, 4",3
5656.75,20.075,28.401,0.3194,2.109,"1, 2, 4",3
5657,20.067,25.931,0.3243,2.101,"1, 2, 4",3
5657.25,19.556,23.994,0.3289,2.094,"1, 2, 4",3
5657.5,18.802,22.389,0.33,2.093,"1, 2, 4",3
5657.75,18.073,20.958,0.3323,2.09,"1, 2, 4",3
5658,17.392,19.655,0.3346,2.087,"1, 2, 4",3
5658.25,17.157,18.542,0.3372,2.083,"1, 2, 4",3
5658.5,17.206,17.719,0.3378,2.082,"1, 2, 4",3
5658.75,17.068,17.264,0.3379,2.082,"1, 2, 4",3
5659,17.092,17.126,0.3318,2.092,"1, 2, 4",3
5659.25,17.489,17.31,0.3279,2.098,"1, 2, 4",3
5659.5,18.122,17.56,0.3232,2.105,"1, 2, 4",3
5659.75,18.827,17.611,0.3221,2.106,"1, 2, 4",3
5660,19.434,17.299,0.3223,2.105,"1, 2, 4",3
5660.25,20.067,16.658,0.3182,2.111,"1, 2, 4",3
5660.5,20.585,15.893,0.3209,2.106,"1, 2, 4",3
5660.75,20.739,15.263,0.325,2.099,"1, 2, 4",3
5661,20.707,14.973,0.3281,2.094,"1, 2, 4",3
5661.25,20.699,15.165,0.3421,2.071,"1, 2, 4",3
5661.5,20.383,15.945,0.3423,2.071,"1, 2, 4",3
5661.75,19.832,17.396,0.3378,2.079,"1, 2, 4",3
5662,19.848,19.505,0.3342,2.085,"1, 2, 4",3
5662.25,20.342,21.573,0.3308,2.09,"1, 2, 4",3
5662.5,20.464,22.934,0.3265,2.097,"1, 2, 4",3
5662.75,20.188,23.571,0.3212,2.106,"1, 2, 4",3
5663,20.026,23.692,0.3158,2.115,"1, 2, 4",3
5663.25,19.661,22.037,0.3106,2.124,"1, 2, 4",3
5663.5,19.289,19.788,0.3042,2.135,"1, 2, 4",3
5663.75,19.953,18.076,0.2976,2.145,"1, 2, 4",3
5664,20.942,17.089,0.2927,2.152,"1, 2, 4",3
5664.25,21.315,16.655,0.2924,2.152,"1, 2, 4",3
5664.5,21.258,17.063,0.2894,2.157,"1, 2, 4",3
5664.75,20.845,17.964,0.2879,2.16,"1, 2, 4",3
5665,20.188,19.767,0.2865,2.163,"1, 2, 4",3
5665.25,19.726,22.371,0.2844,2.167,"1, 2, 4",3
5665.5,19.815,26.037,0.2825,2.17,"1, 2, 4",3
5665.75,19.556,31.197,0.2827,2.17,"1, 2, 4",3
5666,18.43,38.301,0.2896,2.16,"1, 2, 4",3
5666.25,17.214,47.358,0.291,2.159,"1, 2, 4",3
5666.5,15.998,60.213,0.2918,2.159,"1, 2, 4",3
5666.75,14.953,75.551,0.2924,2.159,"1, 2, 4",3
5667,14.783,88.193,0.2895,2.164,"2, 4",8
5667.25,15.123,89.562,0.2826,2.175,"2, 4",8
5667.5,15.074,77.89,0.2832,2.174,"1, 2, 4",3
5667.75,14.71,61.245,0.2859,2.17,"1, 2, 4",3
5668,14.539,46.642,0.2927,2.159,"1, 2, 4",3
5668.25,14.564,35.936,0.2981,2.15,"1, 2, 4",3
5668.5,14.734,28.869,0.3029,2.142,"1, 2, 4",3
5668.75,15.001,23.11,0.3033,2.141,"1, 2, 4",3
5669,15.05,18.906,0.2972,2.151,"1, 2, 4",3
5669.25,14.783,16.294,0.2901,2.163,"1, 2, 4",3
5669.5,14.661,14.748,0.2798,2.18,"1, 2, 3, 4",2
5669.75,14.977,13.968,0.2651,2.204,"1, 2, 3, 4",2
5670,15.309,13.727,0.2557,2.219,"1, 2, 3, 4",2
5670.25,15.381,13.946,0.2563,2.218,"1, 2, 3, 4",2
5670.5,15.183,14.526,0.2582,2.215,"1, 2, 3, 4",2
5670.75,14.881,15.436,0.2609,2.211,"1, 2, 3, 4",2
5671,14.906,16.515,0.2718,2.193,"1, 2, 3, 4",2
5671.25,15.116,17.485,0.2717,2.193,"1, 2, 3, 4",2
5671.5,15.003,18.028,0.2669,2.201,"1, 2, 3, 4",2
5671.75,14.703,18.09,0.2689,2.198,"1, 2, 3, 4",2
5672,14.582,17.652,0.2769,2.185,"1, 2, 3, 4",2
5672.25,14.517,17.02,0.2812,2.178,"1, 2, 4",3
5672.5,14.397,16.288,0.2885,2.166,"1, 2, 4",3
5672.75,14.692,15.484,0.2908,2.162,"1, 2, 4",3
5673,15.334,14.765,0.2898,2.163,"1, 2, 4",3
5673.25,15.552,14.25,0.2896,2.163,"1, 2, 4",3
5673.5,15.561,14.288,0.2817,2.176,"1, 2, 4",3
5673.75,15.95,14.724,0.2705,2.194,"1, 2, 3, 4",2
5674,16.363,15.889,0.2727,2.19,"1, 2, 3, 4",2
5674.25,16.566,18.109,0.2725,2.19,"1, 2, 3, 4",2
5674.5,17.036,21.819,0.2753,2.185,"1, 2, 3, 4",2
5674.75,17.514,28.919,0.2786,2.179,"1, 2, 3, 4",2
5675,17.303,43.59,0.2842,2.17,"1, 2, 4",3
5675.25,16.72,46.529,0.2889,2.163,"1, 2, 4",3
5675.5,16.452,60.079,0.2909,2.16,"1, 2, 4",3
5675.75,16.541,71.967,0.2902,2.161,"1, 2, 4",3
5676,16.566,74.372,0.2865,2.167,"1, 2, 4",3
5676.25,16.517,65.544,0.2835,2.172,"1, 2, 4",3
5676.5,16.541,52.407,0.2859,2.168,"1, 2, 4",3
5676.75,16.306,40.783,0.2934,2.156,"1, 2, 4",3
5677,16.274,33.836,0.3007,2.144,"1, 2, 4",3
5677.25,17.019,26.286,0.3069,2.133,"1, 2, 4",3
5677.5,18.113,20.879,0.3129,2.122,"1, 2, 4",3
5677.75,19.256,17.587,0.3133,2.12,"1, 2, 4",3
5678,20.431,15.679,0.3143,2.117,"1, 2, 4",3
5678.25,21.542,14.535,0.3178,2.11,"1, 2, 4",3
5678.5,22.441,14.005,0.3214,2.103,"1, 2, 4",3
5678.75,23.268,14.04,0.3299,2.088,"1, 2, 4",3
5679,24.07,14.34,0.3348,2.079,"1, 2, 4",3
5679.25,24.403,15.004,0.3406,2.069,"1, 2, 4",3
5679.5,23.941,15.984,0.3428,2.066,"1, 2, 4",3
5679.75,23.09,17.425,0.344,2.065,"1, 2, 4",3
5680,22.19,19.236,0.3416,2.07,"1, 2, 4",3
5680.25,21.169,21.432,0.3357,2.081,"1, 2, 4",3
5680.5,20.367,23.968,0.335,2.083,"1, 2, 4",3
5680.75,19.742,26.966,0.3355,2.083,"1, 2, 4",3
5681,18.835,30.277,0.3324,2.089,"1, 2, 4",3
5681.25,18.041,33.822,0.3336,2.088,"1, 2, 4",3
5681.5,17.579,36.656,0.3321,2.091,"1, 2, 4",3
5681.75,17.141,38.384,0.3324,2.091,"1, 2, 4",3
5682,16.728,39.42,0.3308,2.094,"1, 2, 4",3
5682.25,16.557,40.583,0.3309,2.094,"1, 2, 4",3
5682.5,16.582,43.021,0.3291,2.097,"1, 2, 4",3
5682.75,16.484,47.009,0.3261,2.102,"1, 2, 4",3
5683,16.476,55.707,0.3212,2.11,"1, 2, 4",3
5683.25,16.484,70.959,0.3176,2.116,"1, 2, 4",3
5683.5,16.16,90.851,0.3154,2.12,"2, 4",8
5683.75,15.966,120.765,0.3185,2.115,"2, 4",8
5684,16.476,160.806,0.3182,2.115,"2, 4",8
5684.25,17.303,191.741,0.3134,2.122,"2, 4",8
5684.5,17.741,176.926,0.3082,2.13,"2, 4",8
5684.75,17.862,126.806,0.3063,2.133,"2, 4",8
5685,17.959,81.792,0.3045,2.136,"2, 4",8
5685.25,18.065,52.952,0.302,2.14,"1, 2, 4",3
5685.5,18.348,35.816,0.2981,2.146,"1, 2, 4",3
5685.75,18.948,25.512,0.2965,2.148,"1, 2, 4",3
5686,19.524,19.09,0.2955,2.149,"1, 2, 4",3
5686.25,19.483,15.074,0.2949,2.15,"1, 2, 4",3
5686.5,19.499,12.174,0.2998,2.142,"1, 2, 4",3
5686.75,20.188,10.1,0.3017,2.138,"1, 2, 4",3
5687,20.837,8.656,0.3031,2.135,"1, 2, 4",3
5687.25,21.615,7.585,0.3025,2.135,"1, 2, 4",3
5687.5,22.611,6.854,0.297,2.143,"1, 2, 4",3
5687.75,23.317,6.292,0.2904,2.153,"1, 2, 4",3
5688,23.835,5.944,0.2875,2.157,"1, 2, 4",3
5688.25,24.508,5.737,0.2889,2.154,"1, 2, 4",3
5688.5,25.513,5.611,0.2899,2.151,"1, 2, 4",3
5688.75,26.08,5.649,0.2956,2.141,"1, 2, 4",3
5689,25.869,5.811,0.3048,2.126,"1, 2, 4",3
5689.25,25.691,6.101,0.3117,2.115,"1, 2, 4",3
5689.5,25.586,6.526,0.316,2.108,"1, 2, 4",3
5689.75,25.391,7.114,0.3149,2.11,"1, 2, 4",3
5690,25.294,7.844,0.3126,2.114,"1, 2, 4",3
5690.25,25.253,8.781,0.315,2.11,"1, 2, 4",3
5690.5,24.881,10.008,0.3159,2.109,"1, 2, 4",3
5690.75,24.305,11.641,0.3182,2.106,"1, 2, 4",3
5691,23.916,13.846,0.3173,2.108,"1, 2, 4",3
5691.25,23.9,16.812,0.3142,2.113,"1, 2, 4",3
5691.5,24.573,20.708,0.3143,2.112,"1, 2, 4",3
5691.75,24.97,26.514,0.314,2.112,"1, 2, 4",3
5692,24.532,34.755,0.3138,2.113,"1, 2, 4",3
5692.25,23.827,46.031,0.3161,2.11,"1, 2, 4",3
5692.5,23.252,59.921,0.3178,2.108,"1, 2, 4",3
5692.75,23.195,73.421,0.3202,2.104,"1, 2, 4",3
5693,23.519,81.106,0.3218,2.101,"2, 4",8
5693.25,24.005,79.799,0.3221,2.1,"1, 2, 4",3
5693.5,24.2,71.929,0.3231,2.098,"1, 2, 4",3
5693.75,23.616,61.986,0.3211,2.102,"1, 2, 4",3
5694,22.936,52.761,0.3162,2.111,"1, 2, 4",3
5694.25,22.838,45.166,0.3126,2.117,"1, 2, 4",3
5694.5,23.268,39.22,0.3147,2.113,"1, 2, 4",3
5694.75,23.73,34.687,0.3174,2.108,"1, 2, 4",3
5695,23.706,30.986,0.3193,2.105,"1, 2, 4",3
5695.25,23.09,28.109,0.3179,2.108,"1, 2, 4",3
5695.5,22.239,25.63,0.3173,2.11,"1, 2, 4",3
5695.75,21.728,24.35,0.3207,2.105,"1, 2, 4",3
5696,21.606,24.296,0.3244,2.099,"1, 2, 4",3
5696.25,21.85,24.834,0.3273,2.094,"1, 2, 4",3
5696.5,22.117,26.296,0.3307,2.088,"1, 2, 4",3
5696.75,21.906,28.241,0.3345,2.082,"1, 2, 4",3
5697,21.274,29.187,0.3362,2.08,"1, 2, 4",3
5697.25,20.812,28.448,0.3372,2.079,"1, 2, 4",3
5697.5,21.234,25.254,0.3393,2.075,"1, 2, 4",3
5697.75,21.89,21.269,0.3406,2.072,"1, 2, 4",3
5698,21.744,17.652,0.3407,2.072,"1, 2, 4",3
5698.25,21.55,14.84,0.3391,2.075,"1, 2, 4",3
5698.5,22.036,12.82,0.3393,2.074,"1, 2, 4",3
5698.75,22.498,11.468,0.339,2.074,"1, 2, 4",3
5699,22.628,10.544,0.3419,2.069,"1, 2, 4",3
5699.25,23.098,9.942,0.344,2.065,"1, 2, 4",3
5699.5,24.014,9.554,0.3427,2.066,"1, 2, 4",3
5699.75,24.613,9.297,0.3417,2.067,"1, 2, 4",3
5700,24.978,9.123,0.3402,2.069,"1, 2, 4",3
5700.25,25.707,9.019,0.3396,2.069,"1, 2, 4",3
5700.5,26.023,9,0.3412,2.066,"1, 2, 4",3
5700.75,25.051,9.102,0.3426,2.065,"1, 2, 4",3
5701,24.054,9.337,0.3451,2.062,"1, 2, 4",3
5701.25,23.689,9.798,0.3448,2.063,"1, 2, 4",3
5701.5,23.13,10.493,0.347,2.06,"1, 2, 4",3
5701.75,22.863,11.452,0.3503,2.055,"1, 2, 4",3
5702,23.106,12.693,0.3477,2.059,"1, 2, 4",3
5702.25,23.422,14.203,0.3499,2.055,"1, 2, 4",3
5702.5,23.616,15.896,0.3503,2.054,"1, 2, 4",3
5702.75,23.835,17.676,0.3514,2.052,"1, 2, 4",3
5703,24.759,19.491,0.3501,2.053,"1, 2, 4",3
5703.25,25.878,21.446,0.3498,2.052,"1, 2, 4",3
5703.5,26.818,23.862,0.3521,2.047,"1, 2, 4",3
5703.75,27.652,27.258,0.3496,2.05,"1, 2, 4",3
5704,27.815,32.256,0.3471,2.054,"1, 2, 4",3
5704.25,27.28,39.486,0.342,2.063,"1, 2, 4",3
5704.5,26.412,50.338,0.3373,2.072,"1, 2, 4",3
5704.75,25.928,67.525,0.3346,2.077,"1, 2, 4",3
5705,25.688,95.107,0.333,2.08,"2, 4",8
5705.25,24.806,136.474,0.3318,2.083,"2, 4",8
5705.5,23.582,180.493,0.3327,2.083,"2, 4",8
5705.75,22.667,185.332,0.3328,2.084,"2, 4",8
5706,22.326,140.582,0.3336,2.083,"2, 4",8
5706.25,22.35,91.717,0.333,2.084,"2, 4",8
5706.5,22.545,59.035,0.3317,2.086,"1, 2, 4",3
5706.75,22.731,39.521,0.3352,2.08,"1, 2, 4",3
5707,22.681,27.832,0.3389,2.074,"1, 2, 4",3
5707.25,22.629,21.142,0.3389,2.074,"1, 2, 4",3
5707.5,22.782,16.344,0.3394,2.073,"1, 2, 4",3
5707.75,23.106,12.957,0.3373,2.076,"1, 2, 4",3
5708,23.511,10.568,0.3358,2.078,"1, 2, 4",3
5708.25,24.07,8.871,0.3311,2.085,"1, 2, 4",3
