DEPTH,GR,RES,PHIE,RHOB,Class,Unique_Class_Num
4476.25,22.514,8.058,0.3189,2.107,"1, 2, 4",3
4476.5,22.093,8.851,0.3137,2.116,"1, 2, 4",3
4476.75,21.898,9.801,0.3133,2.117,"1, 2, 4",3
4477,21.428,10.944,0.3106,2.122,"1, 2, 4",3
4477.25,20.82,12.309,0.3116,2.121,"1, 2, 4",3
4477.5,20.504,14.031,0.3143,2.117,"1, 2, 4",3
4477.75,20.674,16.213,0.3154,2.115,"1, 2, 4",3
4478,20.674,19.055,0.316,2.114,"1, 2, 4",3
4478.25,20.14,22.89,0.3194,2.109,"1, 2, 4",3
4478.5,19.653,28.271,0.3179,2.112,"1, 2, 4",3
4478.75,19.516,36.146,0.3137,2.119,"1, 2, 4",3
4479,19.313,48.183,0.3114,2.123,"1, 2, 4",3
4479.25,19.102,67.455,0.3092,2.127,"1, 2, 4",3
4479.5,19.143,99.893,0.3067,2.131,"2, 4",8
4479.75,18.738,157.472,0.3033,2.137,"2, 4",8
4480,17.781,264.935,0.2979,2.147,"2, 4",8
4480.25,17.206,468.671,0.2946,2.153,"2, 4",8
4480.5,17.254,797.899,0.2916,2.158,"2, 4",8
4480.75,17.052,1003.829,0.2911,2.159,"2, 4",8
4481,16.274,765.187,0.2885,2.164,"2, 4",8
4481.25,15.601,450.894,0.2884,2.165,"2, 4",8
4481.5,15.188,262.304,0.2911,2.161,"2, 4",8
4481.75,14.953,162.431,0.2949,2.155,"2, 4",8
4482,15.317,108.377,0.2965,2.152,"2, 4",8
4482.25,16.387,80.985,0.2988,2.147,"2, 4",8
4482.5,17.23,58.596,0.3007,2.143,"1, 2, 4",3
4482.75,17.57,44.405,0.3017,2.141,"1, 2, 4",3
4483,18.138,36.527,0.2989,2.145,"1, 2, 4",3
4483.25,18.689,32.733,0.2979,2.146,"1, 2, 4",3
4483.5,19.037,30.554,0.2976,2.146,"1, 2, 4",3
4483.75,19.483,29.946,0.2949,2.15,"1, 2, 4",3
4484,19.986,29.955,0.2952,2.149,"1, 2, 4",3
4484.25,20.204,30.305,0.2968,2.146,"1, 2, 4",3
4484.5,19.815,30.45,0.2965,2.147,"1, 2, 4",3
4484.75,19.191,30.157,0.2939,2.152,"1, 2, 4",3
4485,18.348,29.493,0.2939,2.153,"1, 2, 4",3
4485.25,17.425,28.769,0.2933,2.155,"1, 2, 4",3
4485.5,17.198,28.232,0.291,2.159,"1, 2, 4",3
4485.75,17.384,28.042,0.2884,2.163,"1, 2, 4",3
4486,17.562,27.954,0.2907,2.159,"1, 2, 4",3
4486.25,17.416,27.807,0.2896,2.161,"1, 2, 4",3
4486.5,16.768,26.898,0.2907,2.16,"1, 2, 4",3
4486.75,16.168,25.375,0.2904,2.161,"1, 2, 4",3
4487,15.909,22.994,0.2973,2.15,"1, 2, 4",3
4487.25,16.412,20.035,0.2994,2.146,"1, 2, 4",3
4487.5,17.376,16.984,0.3012,2.142,"1, 2, 4",3
4487.75,17.814,14.38,0.3003,2.143,"1, 2, 4",3
4488,17.522,12.073,0.3035,2.138,"1, 2, 4",3
4488.25,16.849,10.35,0.3028,2.14,"1, 2, 4",3
4488.5,16.566,9.138,0.3011,2.143,"1, 2, 4",3
4488.75,16.955,8.346,0.2966,2.15,"1, 2, 4",3
4489,17.822,7.892,0.2936,2.154,"1, 2, 4",3
4489.25,18.956,7.717,0.2953,2.15,"1, 2, 4",3
4489.5,19.499,7.862,0.2985,2.144,"1, 2, 4",3
4489.75,19.313,8.145,0.3017,2.139,"1, 2, 4",3
4490,18.948,8.662,0.3074,2.13,"1, 2, 4",3
4490.25,18.746,9.542,0.3094,2.127,"1, 2, 4",3
4490.5,18.948,10.735,0.308,2.129,"1, 2, 4",3
4490.75,19.248,12.543,0.3042,2.135,"1, 2, 4",3
4491,19.499,15.501,0.3022,2.138,"1, 2, 4",3
4491.25,19.37,20.088,0.3023,2.138,"1, 2, 4",3
4491.5,18.689,26.171,0.3021,2.139,"1, 2, 4",3
4491.75,18.17,36.878,0.3061,2.133,"1, 2, 4",3
4492,17.781,55.54,0.3088,2.129,"1, 2, 4",3
4492.25,17.076,89.582,0.3081,2.131,"2, 4",8
4492.5,16.606,152.296,0.3047,2.137,"2, 4",8
4492.75,16.598,252.116,0.3047,2.137,"2, 4",8
4493,16.638,329.511,0.3047,2.137,"2, 4",8
4493.25,16.703,287.457,0.3029,2.14,"2, 4",8
4493.5,16.622,196.977,0.2993,2.146,"2, 4",8
4493.75,16.387,131.032,0.297,2.15,"2, 4",8
4494,15.998,91.746,0.2954,2.153,"2, 4",8
4494.25,15.617,68.701,0.2957,2.153,"1, 2, 4",3
4494.5,16.039,52.993,0.2942,2.155,"1, 2, 4",3
4494.75,16.533,43.15,0.2945,2.154,"1, 2, 4",3
4495,16.16,37.67,0.2971,2.15,"1, 2, 4",3
4495.25,15.658,35.5,0.2956,2.153,"1, 2, 4",3
4495.5,15.317,34.277,0.2934,2.157,"1, 2, 4",3
4495.75,14.993,33.76,0.2954,2.154,"1, 2, 4",3
4496,14.766,32.948,0.295,2.155,"1, 2, 4",3
4496.25,14.823,31.177,0.2974,2.151,"1, 2, 4",3
4496.5,15.236,28.58,0.2995,2.147,"1, 2, 4",3
4496.75,15.415,25.921,0.2964,2.152,"1, 2, 4",3
4497,15.455,23.864,0.2945,2.155,"1, 2, 4",3
4497.25,15.731,22.524,0.2944,2.155,"1, 2, 4",3
4497.5,15.836,21.756,0.2961,2.152,"1, 2, 4",3
4497.75,15.812,21.309,0.301,2.144,"1, 2, 4",3
4498,15.982,20.94,0.307,2.134,"1, 2, 4",3
4498.25,16.347,20.506,0.3098,2.129,"1, 2, 4",3
4498.5,16.525,20.009,0.3109,2.127,"1, 2, 4",3
4498.75,16.266,19.554,0.3129,2.124,"1, 2, 4",3
4499,15.966,19.27,0.3179,2.116,"1, 2, 4",3
4499.25,15.779,19.286,0.3199,2.113,"1, 2, 4",3
4499.5,15.723,19.721,0.3272,2.101,"1, 2, 4",3
4499.75,15.755,20.67,0.3351,2.088,"1, 2, 4",3
4500,15.528,22.167,0.3395,2.081,"1, 2, 4",3
4500.25,15.172,24.073,0.3434,2.075,"1, 2, 4",3
4500.5,14.985,25.93,0.3435,2.075,"1, 2, 4",3
4500.75,15.188,27.036,0.3385,2.083,"1, 2, 4",3
4501,15.658,26.913,0.3339,2.09,"1, 2, 4",3
4501.25,15.974,25.714,0.3276,2.1,"1, 2, 4",3
4501.5,15.95,24.048,0.324,2.106,"1, 2, 4",3
4501.75,15.642,22.547,0.3218,2.11,"1, 2, 4",3
4502,15.544,21.402,0.32,2.113,"1, 2, 4",3
4502.25,15.828,20.726,0.3211,2.111,"1, 2, 4",3
4502.5,15.99,20.561,0.3222,2.109,"1, 2, 4",3
4502.75,15.739,20.856,0.3187,2.115,"1, 2, 4",3
4503,15.22,21.785,0.3154,2.121,"1, 2, 4",3
4503.25,14.661,23.184,0.3157,2.121,"1, 2, 4",3
4503.5,14.28,24.805,0.3166,2.12,"1, 2, 4",3
4503.75,14.442,26.221,0.3177,2.118,"1, 2, 4",3
4504,14.953,26.977,0.3192,2.115,"1, 2, 4",3
4504.25,15.009,27.234,0.3198,2.114,"1, 2, 4",3
4504.5,14.758,27.078,0.3108,2.129,"1, 2, 4",3
4504.75,14.734,26.743,0.3059,2.137,"1, 2, 4",3
4505,14.766,26.325,0.3011,2.145,"1, 2, 4",3
4505.25,14.937,25.707,0.2991,2.148,"1, 2, 4",3
4505.5,15.277,24.816,0.3001,2.146,"1, 2, 4",3
4505.75,15.309,23.778,0.3056,2.137,"1, 2, 4",3
4506,15.123,22.784,0.3087,2.132,"1, 2, 4",3
4506.25,15.099,22.012,0.3154,2.121,"1, 2, 4",3
4506.5,15.301,21.5,0.3202,2.113,"1, 2, 4",3
4506.75,15.561,21.379,0.3224,2.109,"1, 2, 4",3
4507,15.755,21.742,0.3229,2.108,"1, 2, 4",3
4507.25,16.152,22.666,0.3251,2.104,"1, 2, 4",3
4507.5,16.525,24.179,0.3267,2.101,"1, 2, 4",3
4507.75,16.476,26.23,0.3291,2.097,"1, 2, 4",3
4508,16.468,28.581,0.3285,2.098,"1, 2, 4",3
4508.25,16.736,30.828,0.3259,2.102,"1, 2, 4",3
4508.5,17.011,32.155,0.3209,2.11,"1, 2, 4",3
4508.75,17.052,32.324,0.3124,2.124,"1, 2, 4",3
4509,16.833,31.923,0.3034,2.139,"1, 2, 4",3
4509.25,16.792,31.315,0.2979,2.148,"1, 2, 4",3
4509.5,16.72,30.481,0.2992,2.146,"1, 2, 4",3
4509.75,16.266,29.164,0.3007,2.144,"1, 2, 4",3
4510,15.974,27.229,0.307,2.134,"1, 2, 4",3
4510.25,16.144,25.149,0.3117,2.126,"1, 2, 4",3
4510.5,16.395,23.201,0.3164,2.118,"1, 2, 4",3
4510.75,16.16,21.678,0.319,2.114,"1, 2, 4",3
4511,15.69,20.673,0.3211,2.111,"1, 2, 4",3
4511.25,15.561,20.22,0.323,2.108,"1, 2, 4",3
4511.5,15.698,20.284,0.3266,2.102,"1, 2, 4",3
4511.75,16.063,20.774,0.3264,2.102,"1, 2, 4",3
4512,16.387,21.519,0.3298,2.096,"1, 2, 4",3
4512.25,16.484,22.338,0.3291,2.097,"1, 2, 4",3
4512.5,16.363,22.875,0.3274,2.1,"1, 2, 4",3
4512.75,15.974,22.999,0.3228,2.108,"1, 2, 4",3
4513,15.723,22.787,0.3132,2.124,"1, 2, 4",3
4513.25,15.869,22.451,0.3052,2.137,"1, 2, 4",3
4513.5,16.347,22.173,0.2988,2.147,"1, 2, 4",3
4513.75,16.728,22.046,0.2949,2.153,"1, 2, 4",3
4514,16.963,22.097,0.2954,2.152,"1, 2, 4",3
4514.25,17.676,22.326,0.2967,2.149,"1, 2, 4",3
4514.5,18.6,22.763,0.2973,2.147,"1, 2, 4",3
4514.75,19.151,23.495,0.2976,2.146,"1, 2, 4",3
4515,19.305,24.756,0.295,2.15,"1, 2, 4",3
4515.25,19.159,26.55,0.2945,2.151,"1, 2, 4",3
4515.5,18.673,29.128,0.2942,2.152,"1, 2, 4",3
4515.75,17.911,32.6,0.299,2.145,"1, 2, 4",3
4516,17.4,36.745,0.3048,2.136,"1, 2, 4",3
4516.25,17.092,40.886,0.3105,2.127,"1, 2, 4",3
4516.5,16.379,42.694,0.3128,2.124,"1, 2, 4",3
4516.75,15.471,41.158,0.3182,2.116,"1, 2, 4",3
4517,14.969,36.985,0.3198,2.114,"1, 2, 4",3
4517.25,14.937,31.796,0.321,2.112,"1, 2, 4",3
4517.5,15.326,27.287,0.3214,2.111,"1, 2, 4",3
4517.75,15.941,23.619,0.3234,2.107,"1, 2, 4",3
4518,16.112,20.854,0.3276,2.1,"1, 2, 4",3
4518.25,15.625,18.807,0.3339,2.09,"1, 2, 4",3
4518.5,15.269,17.361,0.3378,2.084,"1, 2, 4",3
4518.75,15.528,16.436,0.3401,2.08,"1, 2, 4",3
4519,15.804,15.992,0.3423,2.076,"1, 2, 4",3
4519.25,15.974,16.028,0.3416,2.077,"1, 2, 4",3
4519.5,16.217,16.565,0.3409,2.078,"1, 2, 4",3
4519.75,15.958,17.56,0.341,2.078,"1, 2, 4",3
4520,15.447,19.201,0.3438,2.074,"1, 2, 4",3
4520.25,15.658,21.353,0.3479,2.067,"1, 2, 4",3
4520.5,16.59,23.829,0.3467,2.068,"1, 2, 4",3
4520.75,17.352,26.384,0.3425,2.074,"1, 2, 4",3
4521,17.449,28.787,0.3364,2.084,"1, 2, 4",3
4521.25,17.392,31.233,0.3261,2.101,"1, 2, 4",3
4521.5,17.279,33.375,0.3195,2.112,"1, 2, 4",3
4521.75,16.809,34.919,0.3156,2.119,"1, 2, 4",3
4522,16.493,35.273,0.3139,2.122,"1, 2, 4",3
4522.25,16.574,33.591,0.3139,2.122,"1, 2, 4",3
4522.5,16.647,31.379,0.315,2.12,"1, 2, 4",3
4522.75,16.533,28.763,0.3163,2.118,"1, 2, 4",3
4523,16.095,26.628,0.3172,2.117,"1, 2, 4",3
4523.25,15.398,25.151,0.314,2.123,"1, 2, 4",3
4523.5,15.139,24.498,0.3112,2.128,"1, 2, 4",3
4523.75,15.293,24.685,0.3111,2.128,"1, 2, 4",3
4524,15.253,25.595,0.3135,2.124,"1, 2, 4",3
4524.25,15.18,26.918,0.3184,2.116,"1, 2, 4",3
4524.5,15.261,28.101,0.3184,2.116,"1, 2, 4",3
4524.75,15.366,28.849,0.3165,2.119,"1, 2, 4",3
4525,15.285,28.345,0.3092,2.131,"1, 2, 4",3
4525.25,15.147,26.656,0.3026,2.142,"1, 2, 4",3
4525.5,15.382,24.514,0.2988,2.148,"1, 2, 4",3
4525.75,15.634,22.61,0.2975,2.15,"1, 2, 4",3
4526,15.642,21.122,0.3011,2.144,"1, 2, 4",3
4526.25,16.047,20.04,0.3051,2.137,"1, 2, 4",3
4526.5,16.955,19.298,0.3076,2.132,"1, 2, 4",3
4526.75,17.652,18.835,0.3101,2.127,"1, 2, 4",3
4527,17.781,18.618,0.3088,2.129,"1, 2, 4",3
4527.25,17.554,18.665,0.3084,2.13,"1, 2, 4",3
4527.5,17.19,19.063,0.308,2.131,"1, 2, 4",3
4527.75,16.938,19.967,0.31,2.128,"1, 2, 4",3
4528,16.987,21.592,0.3148,2.12,"1, 2, 4",3
4528.25,17.117,24.204,0.3196,2.112,"1, 2, 4",3
4528.5,16.987,27.641,0.3246,2.104,"1, 2, 4",3
4528.75,16.306,31.651,0.3262,2.102,"1, 2, 4",3
4529,15.455,35.496,0.3286,2.099,"1, 2, 4",3
4529.25,15.163,38.893,0.3276,2.101,"1, 2, 4",3
4529.5,15.423,39.754,0.3286,2.099,"1, 2, 4",3
4529.75,16.006,39.445,0.3276,2.1,"1, 2, 4",3
4530,16.59,39.469,0.3333,2.09,"1, 2, 4",3
4530.25,16.663,40.286,0.3387,2.081,"1, 2, 4",3
4530.5,16.468,42.389,0.3431,2.074,"1, 2, 4",3
4530.75,16.768,46.361,0.3466,2.068,"1, 2, 4",3
4531,17.352,53.459,0.3492,2.063,"1, 2, 4",3
4531.25,17.481,61.415,0.3504,2.061,"1, 2, 4",3
4531.5,17.06,72.468,0.3513,2.06,"1, 2, 4",3
4531.75,16.46,86.257,0.3486,2.065,"2, 4",8
4532,16.006,99.418,0.3465,2.069,"2, 4",8
4532.25,15.787,104.387,0.3417,2.077,"2, 4",8
4532.5,15.617,95.544,0.3419,2.077,"2, 4",8
4532.75,15.204,77.509,0.3421,2.077,"1, 2, 4",3
4533,14.669,59.102,0.3412,2.079,"1, 2, 4",3
4533.25,14.718,44.614,0.337,2.086,"1, 2, 4",3
4533.5,15.496,34.281,0.3328,2.092,"1, 2, 4",3
4533.75,16.476,27.094,0.3346,2.088,"1, 2, 4",3
4534,17.295,22.201,0.3347,2.087,"1, 2, 4",3
4534.25,17.765,18.5,0.3368,2.083,"1, 2, 4",3
4534.5,18.186,15.805,0.3408,2.076,"1, 2, 4",3
4534.75,19.183,13.821,0.3462,2.066,"1, 2, 4",3
4535,20.764,12.347,0.3451,2.066,"1, 2, 4",3
4535.25,21.963,11.247,0.3418,2.07,"1, 2, 4",3
4535.5,22.579,10.432,0.3383,2.075,"1, 2, 4",3
4535.75,23.552,9.765,0.3352,2.079,"1, 2, 4",3
4536,25.286,9.351,0.332,2.082,"1, 2, 4",3
4536.25,27.555,9.064,0.3309,2.081,"1, 2, 4",3
4536.5,30.311,8.856,0.3298,2.079,"1, 2, 4",3
4536.75,32.888,8.69,0.3294,2.076,"1, 2, 4",3
4537,33.917,8.54,0.3285,2.076,"1, 2, 4",3
4537.25,33.974,8.399,0.3284,2.076,"1, 2, 4",3
4537.5,34.436,8.28,0.325,2.081,"1, 2, 4",3
4537.75,34.792,8.203,0.3271,2.077,"1, 2, 4",3
4538,34.306,8.196,0.3312,2.071,"1, 2, 4",3
4538.25,32.71,8.285,0.3375,2.063,"1, 2, 4",3
4538.5,30.286,8.5,0.3438,2.056,"1, 2, 4",3
4538.75,27.896,8.987,0.3482,2.052,"1, 2, 4",3
4539,26.275,9.624,0.3538,2.045,"1, 2, 4",3
4539.25,25.853,10.614,0.3577,2.039,"1, 2, 4",3
4539.5,25.659,12.341,0.3567,2.041,"1, 2, 4",3
4539.75,24.946,14.892,0.3518,2.05,"1, 2, 4",3
4540,24.257,18.589,0.348,2.057,"1, 2, 4",3
4540.25,23.576,24.544,0.3443,2.064,"1, 2, 4",3
4540.5,22.846,34.547,0.3448,2.064,"1, 2, 4",3
4540.75,22.328,52.228,0.3458,2.063,"1, 2, 4",3
4541,21.72,85.392,0.3426,2.069,"2, 4",8
4541.25,20.537,151.86,0.3386,2.077,"2, 4",8
4541.5,19.264,294.552,0.3346,2.085,"2, 4",8
4541.75,18.64,615.542,0.3332,2.088,"2, 4",8
4542,18.381,1266.335,0.3327,2.089,"2, 4",8
4542.25,18.292,1835.205,0.3346,2.086,"2, 4",8
4542.5,18.616,1407.15,0.3417,2.074,"2, 4",8
4542.75,19.224,805.938,0.3462,2.066,"2, 4",8
4543,19.953,463.207,0.3487,2.061,"2, 4",8
4543.25,20.739,286.767,0.3548,2.05,"2, 4",8
4543.5,21.363,192.679,0.3574,2.045,"2, 4",8
4543.75,21.793,139.825,0.3589,2.042,"2, 4",8
4544,22.239,108.668,0.3574,2.044,"2, 4",8
4544.25,22.871,89.423,0.3545,2.048,"2, 4",8
4544.5,23.365,76.755,0.3566,2.044,"1, 2, 4",3
4544.75,23.244,67.393,0.3585,2.041,"1, 2, 4",3
4545,22.984,59.141,0.3575,2.043,"1, 2, 4",3
4545.25,23.041,50.694,0.3532,2.05,"1, 2, 4",3
4545.5,23.09,41.804,0.3471,2.06,"1, 2, 4",3
4545.75,22.992,33.122,0.3417,2.069,"1, 2, 4",3
4546,22.53,25.507,0.3371,2.077,"1, 2, 4",3
4546.25,21.655,19.426,0.3366,2.079,"1, 2, 4",3
4546.5,20.61,14.87,0.3397,2.075,"1, 2, 4",3
4546.75,19.58,11.578,0.341,2.074,"1, 2, 4",3
4547,19.216,9.361,0.3413,2.074,"1, 2, 4",3
4547.25,19.532,7.622,0.3435,2.07,"1, 2, 4",3
4547.5,19.629,6.306,0.3434,2.07,"1, 2, 4",3
4547.75,19.54,5.347,0.3423,2.072,"1, 2, 4",3
4548,20.156,4.753,0.3413,2.073,"2, 4",8
4548.25,21.671,4.401,0.339,2.075,"2, 4",8
4548.5,23.414,4.169,0.3353,2.079,"2, 4",8
4548.75,25.156,4.168,0.3315,2.083,"2, 4",8
4549,27.199,4.31,0.3312,2.081,"2, 4",8
4549.25,28.917,4.593,0.3273,2.085,"2, 4",8
4549.5,29.67,5.025,0.3225,2.092,"1, 2, 4",3
4549.75,30.116,5.643,0.3209,2.094,"1, 2, 4",3
4550,30.376,6.524,0.32,2.095,"1, 2, 4",3
4550.25,29.857,7.873,0.3187,2.098,"1, 2, 4",3
4550.5,28.828,9.968,0.3171,2.102,"1, 2, 4",3
4550.75,27.92,13.195,0.3154,2.106,"1, 2, 4",3
4551,26.842,17.26,0.3205,2.099,"1, 2, 4",3
4551.25,25.059,24.931,0.3249,2.094,"1, 2, 4",3
4551.5,23.365,38.552,0.3292,2.089,"1, 2, 4",3
4551.75,22.336,64.24,0.3324,2.085,"1, 2, 4",3
4552,21.631,115.741,0.3354,2.081,"2, 4",8
4552.25,21.169,223.128,0.332,2.087,"2, 4",8
4552.5,20.593,428.299,0.333,2.086,"2, 4",8
4552.75,19.856,636.957,0.3348,2.084,"2, 4",8
4553,19.264,559.778,0.3364,2.082,"2, 4",8
4553.25,18.705,357.381,0.3374,2.081,"2, 4",8
4553.5,18.089,220.118,0.3348,2.086,"2, 4",8
4553.75,17.611,143.44,0.3272,2.099,"2, 4",8
4554,17.498,100.342,0.3157,2.118,"2, 4",8
4554.25,17.287,75.071,0.3031,2.139,"1, 2, 4",3
4554.5,16.792,59.577,0.2955,2.152,"1, 2, 4",3
4554.75,16.744,49.651,0.284,2.171,"1, 2, 4",3
4555,17.206,42.97,0.2746,2.186,"1, 2, 3, 4",2
4555.25,17.408,38.175,0.2647,2.202,"1, 2, 3, 4",2
4555.5,17.392,34.443,0.2611,2.208,"1, 2, 3, 4",2
4555.75,17.806,31.494,0.2608,2.208,"1, 2, 3, 4",2
4556,18.43,28.941,0.261,2.207,"1, 2, 3, 4",2
4556.25,18.916,26.431,0.2625,2.204,"1, 2, 3, 4",2
4556.5,19.629,23.855,0.262,2.204,"1, 2, 3, 4",2
4556.75,20.472,21.605,0.262,2.203,"1, 2, 3, 4",2
4557,20.845,19.856,0.2636,2.2,"1, 2, 3, 4",2
4557.25,21.153,18.481,0.2719,2.186,"1, 2, 3, 4",2
4557.5,21.906,17.619,0.278,2.175,"1, 2, 3, 4",2
4557.75,22.701,16.93,0.2817,2.168,"1, 2, 4",3
4558,22.984,16.231,0.2845,2.163,"1, 2, 4",3
4558.25,22.522,15.427,0.283,2.166,"1, 2, 4",3
4558.5,22.036,14.536,0.284,2.165,"1, 2, 4",3
4558.75,21.931,13.648,0.2816,2.169,"1, 2, 4",3
4559,21.939,12.863,0.278,2.175,"1, 2, 3, 4",2
4559.25,22.303,12.252,0.2814,2.169,"1, 2, 4",3
4559.5,22.628,11.85,0.2793,2.172,"1, 2, 3, 4",2
4559.75,22.644,11.675,0.2793,2.172,"1, 2, 3, 4",2
4560,22.628,11.732,0.2757,2.178,"1, 2, 3, 4",2
4560.25,22.806,12.031,0.2774,2.175,"1, 2, 3, 4",2
4560.5,23.479,12.583,0.2823,2.166,"1, 2, 4",3
4560.75,23.892,13.475,0.2863,2.159,"1, 2, 4",3
4561,23.657,14.579,0.2925,2.149,"1, 2, 4",3
4561.25,23,16.028,0.2961,2.144,"1, 2, 4",3
4561.5,21.923,17.889,0.2975,2.143,"1, 2, 4",3
4561.75,20.82,20.239,0.2988,2.142,"1, 2, 4",3
4562,19.986,23.132,0.2976,2.145,"1, 2, 4",3
4562.25,19.678,26.165,0.2948,2.15,"1, 2, 4",3
4562.5,19.953,29.57,0.2885,2.16,"1, 2, 4",3
4562.75,20.504,32.697,0.2814,2.171,"1, 2, 4",3
4563,20.918,34.233,0.2732,2.184,"1, 2, 3, 4",2
4563.25,20.91,35.549,0.269,2.191,"1, 2, 3, 4",2
4563.5,21.047,35.978,0.2659,2.196,"1, 2, 3, 4",2
4563.75,21.647,35.894,0.2618,2.202,"1, 2, 3, 4",2
4564,22.085,36.019,0.2609,2.203,"1, 2, 3, 4",2
4564.25,22.166,36.52,0.2596,2.205,"1, 2, 3, 4",2
4564.5,22.125,38.452,0.2596,2.205,"1, 2, 3, 4",2
4564.75,21.752,40.981,0.2593,2.206,"1, 2, 3, 4",2
4565,20.861,45.154,0.2605,2.205,"1, 2, 3, 4",2
4565.25,20.115,51.819,0.2616,2.204,"1, 2, 3, 4",2
4565.5,19.848,62.401,0.2643,2.2,"1, 2, 3, 4",2
4565.75,19.475,79.405,0.2633,2.202,"1, 2, 3, 4",2
4566,19.07,107.289,0.2605,2.207,"2, 3, 4",7
4566.25,18.964,153.249,0.2576,2.212,"2, 3, 4",7
4566.5,18.673,222.669,0.2547,2.217,"2, 3, 4",7
4566.75,18.17,288.299,0.2514,2.223,"2, 3, 4",7
4567,17.919,268.362,0.2504,2.225,"2, 3, 4",7
4567.25,17.635,178.224,0.253,2.221,"2, 3, 4",7
4567.5,17.157,104.458,0.2545,2.219,"2, 3, 4",7
4567.75,17.003,62.031,0.2522,2.223,"1, 2, 3, 4",2
4568,17.327,38.9,0.2538,2.22,"1, 2, 3, 4",2
4568.25,17.53,25.91,0.2567,2.215,"1, 2, 3, 4",2
4568.5,17.303,18.259,0.2605,2.209,"1, 2, 3, 4",2
4568.75,17.141,13.88,0.2667,2.199,"1, 2, 3, 4",2
4569,17.076,10.745,0.2704,2.193,"1, 2, 3, 4",2
4569.25,16.938,8.532,0.276,2.184,"1, 2, 3, 4",2
4569.5,17.076,6.973,0.2801,2.177,"1, 2, 4",3
4569.75,17.489,5.875,0.2847,2.169,"1, 2, 4",3
4570,18.032,5.153,0.285,2.168,"1, 2, 4",3
4570.25,18.948,4.639,0.2856,2.166,"2, 4",8
4570.5,20.383,4.354,0.2858,2.164,"2, 4",8
4570.75,22.344,4.209,0.2844,2.164,"2, 4",8
4571,24.84,4.147,0.2807,2.167,"2, 4",8
4571.25,27.733,4.2,0.2754,2.172,"2, 3, 4",7
4571.5,30.408,4.328,0.2677,2.181,"2, 3, 4",7
4571.75,32.029,4.536,0.2627,2.187,"2, 3, 4",7
4572,32.734,4.838,0.2663,2.18,"2, 3, 4",7
4572.25,32.839,5.266,0.2723,2.17,"1, 2, 3, 4",2
4572.5,32.256,5.899,0.2771,2.163,"1, 2, 3, 4",2
4572.75,31.332,6.772,0.284,2.153,"1, 2, 4",3
4573,30.076,8.05,0.2911,2.143,"1, 2, 4",3
4573.25,27.944,9.841,0.2996,2.132,"1, 2, 4",3
4573.5,25.116,12.305,0.3066,2.124,"1, 2, 4",3
4573.75,22.595,15.24,0.3116,2.119,"1, 2, 4",3
4574,21.015,19.308,0.3127,2.119,"1, 2, 4",3
4574.25,20.026,25.846,0.3103,2.124,"1, 2, 4",3
4574.5,19.507,35.629,0.3083,2.128,"1, 2, 4",3
4574.75,19.483,50.565,0.3052,2.133,"1, 2, 4",3
4575,19.256,73.893,0.3018,2.139,"1, 2, 4",3
4575.25,18.754,111.342,0.3033,2.137,"2, 4",8
4575.5,18.794,173.536,0.3075,2.13,"2, 4",8
4575.75,19.224,281.235,0.3121,2.122,"2, 4",8
4576,19.281,477.293,0.3139,2.119,"2, 4",8
4576.25,19.661,854.945,0.3167,2.114,"2, 4",8
4576.5,20.747,1622.366,0.3177,2.111,"2, 4",8
4576.75,21.339,3169.387,0.321,2.105,"2, 4",8
4577,20.991,5203.5508,0.3243,2.1,"2, 4",8
4577.25,20.602,4400.812,0.3264,2.097,"2, 4",8
4577.5,20.796,2089.928,0.3274,2.095,"2, 4",8
4577.75,20.918,901.036,0.328,2.094,"2, 4",8
4578,20.472,413.654,0.3277,2.095,"2, 4",8
4578.25,20.018,206.968,0.3316,2.089,"2, 4",8
4578.5,19.191,112.735,0.3322,2.089,"2, 4",8
4578.75,17.854,66.503,0.3355,2.085,"1, 2, 4",3
4579,17.198,42.222,0.3402,2.078,"1, 2, 4",3
4579.25,17.279,28.658,0.342,2.075,"1, 2, 4",3
4579.5,17.4,20.654,0.3437,2.072,"1, 2, 4",3
4579.75,17.263,16.083,0.3414,2.076,"1, 2, 4",3
4580,17.303,12.525,0.3389,2.08,"1, 2, 4",3
4580.25,17.943,10.184,0.3343,2.087,"1, 2, 4",3
4580.5,18.575,8.577,0.329,2.095,"1, 2, 4",3
4580.75,19.167,7.557,0.3243,2.102,"1, 2, 4",3
4581,19.597,6.897,0.3216,2.106,"1, 2, 4",3
4581.25,19.653,6.502,0.3149,2.117,"1, 2, 4",3
4581.5,20.091,6.322,0.3091,2.126,"1, 2, 4",3
4581.75,20.577,6.338,0.3039,2.134,"1, 2, 4",3
4582,20.561,6.554,0.3051,2.132,"1, 2, 4",3
4582.25,20.261,6.999,0.3035,2.135,"1, 2, 4",3
4582.5,20.002,7.734,0.3049,2.133,"1, 2, 4",3
4582.75,19.945,8.865,0.3049,2.133,"1, 2, 4",3
4583,19.621,10.623,0.3039,2.135,"1, 2, 4",3
4583.25,19.183,13.162,0.3061,2.132,"1, 2, 4",3
4583.5,18.81,16.795,0.3081,2.129,"1, 2, 4",3
4583.75,18.016,21.876,0.3062,2.133,"1, 2, 4",3
4584,17.149,30.423,0.308,2.131,"1, 2, 4",3
4584.25,16.663,44.385,0.3114,2.126,"1, 2, 4",3
4584.5,16.436,66.64,0.3128,2.124,"1, 2, 4",3
